OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 14, 31, 24, 447817)), ('pm1_cf', 35), ('pm25_cf', 66), ('pm10_cf', 78), ('pm1', 28), ('pm25', 48), ('pm10', 63)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 10, 34, 30, 193562)), ('pm1_cf', 17), ('pm25_cf', 35), ('pm10_cf', 37), ('pm1', 17), ('pm25', 33), ('pm10', 37)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 10, 39, 31, 380706)), ('pm1_cf', 15), ('pm25_cf', 28), ('pm10_cf', 29), ('pm1', 15), ('pm25', 28), ('pm10', 29)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 10, 44, 32, 658454)), ('pm1_cf', 18), ('pm25_cf', 32), ('pm10_cf', 35), ('pm1', 18), ('pm25', 31), ('pm10', 35)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 10, 49, 33, 936460)), ('pm1_cf', 18), ('pm25_cf', 31), ('pm10_cf', 33), ('pm1', 18), ('pm25', 30), ('pm10', 33)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 10, 54, 34, 821561)), ('pm1_cf', 21), ('pm25_cf', 35), ('pm10_cf', 37), ('pm1', 20), ('pm25', 33), ('pm10', 37)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 10, 59, 35, 548355)), ('pm1_cf', 16), ('pm25_cf', 30), ('pm10_cf', 35), ('pm1', 16), ('pm25', 30), ('pm10', 35)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 11, 4, 36, 492837)), ('pm1_cf', 15), ('pm25_cf', 28), ('pm10_cf', 28), ('pm1', 15), ('pm25', 28), ('pm10', 28)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 11, 9, 37, 845227)), ('pm1_cf', 15), ('pm25_cf', 30), ('pm10_cf', 32), ('pm1', 15), ('pm25', 30), ('pm10', 32)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 11, 14, 38, 553318)), ('pm1_cf', 17), ('pm25_cf', 31), ('pm10_cf', 33), ('pm1', 17), ('pm25', 30), ('pm10', 33)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 11, 19, 39, 620914)), ('pm1_cf', 17), ('pm25_cf', 33), ('pm10_cf', 34), ('pm1', 17), ('pm25', 32), ('pm10', 34)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 11, 24, 41, 41520)), ('pm1_cf', 16), ('pm25_cf', 28), ('pm10_cf', 32), ('pm1', 16), ('pm25', 28), ('pm10', 32)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 11, 29, 42, 131525)), ('pm1_cf', 16), ('pm25_cf', 28), ('pm10_cf', 32), ('pm1', 16), ('pm25', 28), ('pm10', 32)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 11, 34, 43, 222749)), ('pm1_cf', 14), ('pm25_cf', 26), ('pm10_cf', 32), ('pm1', 14), ('pm25', 26), ('pm10', 32)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 11, 39, 44, 729738)), ('pm1_cf', 14), ('pm25_cf', 27), ('pm10_cf', 31), ('pm1', 14), ('pm25', 27), ('pm10', 31)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 11, 44, 45, 867484)), ('pm1_cf', 11), ('pm25_cf', 18), ('pm10_cf', 22), ('pm1', 11), ('pm25', 18), ('pm10', 22)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 11, 49, 46, 855106)), ('pm1_cf', 12), ('pm25_cf', 24), ('pm10_cf', 25), ('pm1', 12), ('pm25', 24), ('pm10', 25)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 11, 54, 48, 61983)), ('pm1_cf', 13), ('pm25_cf', 21), ('pm10_cf', 21), ('pm1', 13), ('pm25', 21), ('pm10', 21)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 11, 59, 49, 484657)), ('pm1_cf', 14), ('pm25_cf', 22), ('pm10_cf', 24), ('pm1', 14), ('pm25', 22), ('pm10', 24)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 12, 4, 50, 986229)), ('pm1_cf', 12), ('pm25_cf', 21), ('pm10_cf', 27), ('pm1', 12), ('pm25', 21), ('pm10', 27)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 12, 9, 52, 451458)), ('pm1_cf', 13), ('pm25_cf', 25), ('pm10_cf', 33), ('pm1', 13), ('pm25', 25), ('pm10', 33)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 12, 14, 53, 905949)), ('pm1_cf', 14), ('pm25_cf', 24), ('pm10_cf', 27), ('pm1', 14), ('pm25', 24), ('pm10', 27)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 12, 19, 54, 770458)), ('pm1_cf', 14), ('pm25_cf', 23), ('pm10_cf', 25), ('pm1', 14), ('pm25', 23), ('pm10', 25)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 12, 24, 56, 341963)), ('pm1_cf', 12), ('pm25_cf', 20), ('pm10_cf', 22), ('pm1', 12), ('pm25', 20), ('pm10', 22)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 12, 29, 57, 19360)), ('pm1_cf', 13), ('pm25_cf', 24), ('pm10_cf', 27), ('pm1', 13), ('pm25', 24), ('pm10', 27)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 12, 34, 58, 166992)), ('pm1_cf', 14), ('pm25_cf', 26), ('pm10_cf', 27), ('pm1', 14), ('pm25', 26), ('pm10', 27)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 12, 39, 59, 59620)), ('pm1_cf', 12), ('pm25_cf', 25), ('pm10_cf', 26), ('pm1', 12), ('pm25', 25), ('pm10', 26)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 12, 45, 0, 74021)), ('pm1_cf', 13), ('pm25_cf', 26), ('pm10_cf', 29), ('pm1', 13), ('pm25', 26), ('pm10', 29)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 12, 50, 1, 273680)), ('pm1_cf', 13), ('pm25_cf', 24), ('pm10_cf', 26), ('pm1', 13), ('pm25', 24), ('pm10', 26)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 12, 55, 2, 101326)), ('pm1_cf', 11), ('pm25_cf', 19), ('pm10_cf', 20), ('pm1', 11), ('pm25', 19), ('pm10', 20)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 13, 0, 2, 998831)), ('pm1_cf', 10), ('pm25_cf', 21), ('pm10_cf', 22), ('pm1', 10), ('pm25', 21), ('pm10', 22)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 13, 5, 4, 309866)), ('pm1_cf', 12), ('pm25_cf', 19), ('pm10_cf', 23), ('pm1', 12), ('pm25', 19), ('pm10', 23)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 13, 10, 5, 351942)), ('pm1_cf', 12), ('pm25_cf', 22), ('pm10_cf', 22), ('pm1', 12), ('pm25', 22), ('pm10', 22)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 13, 15, 6, 107786)), ('pm1_cf', 11), ('pm25_cf', 20), ('pm10_cf', 22), ('pm1', 11), ('pm25', 20), ('pm10', 22)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 13, 20, 7, 505028)), ('pm1_cf', 13), ('pm25_cf', 21), ('pm10_cf', 21), ('pm1', 13), ('pm25', 21), ('pm10', 21)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 13, 25, 8, 573837)), ('pm1_cf', 15), ('pm25_cf', 26), ('pm10_cf', 28), ('pm1', 15), ('pm25', 26), ('pm10', 28)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 13, 30, 9, 338890)), ('pm1_cf', 11), ('pm25_cf', 18), ('pm10_cf', 18), ('pm1', 11), ('pm25', 18), ('pm10', 18)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 13, 35, 10, 376169)), ('pm1_cf', 11), ('pm25_cf', 19), ('pm10_cf', 19), ('pm1', 11), ('pm25', 19), ('pm10', 19)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 13, 40, 11, 749310)), ('pm1_cf', 11), ('pm25_cf', 20), ('pm10_cf', 22), ('pm1', 11), ('pm25', 20), ('pm10', 22)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 13, 45, 12, 542391)), ('pm1_cf', 12), ('pm25_cf', 20), ('pm10_cf', 20), ('pm1', 12), ('pm25', 20), ('pm10', 20)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 13, 50, 13, 279730)), ('pm1_cf', 12), ('pm25_cf', 23), ('pm10_cf', 23), ('pm1', 12), ('pm25', 23), ('pm10', 23)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 13, 55, 14, 588441)), ('pm1_cf', 9), ('pm25_cf', 15), ('pm10_cf', 17), ('pm1', 9), ('pm25', 15), ('pm10', 17)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 14, 0, 15, 440900)), ('pm1_cf', 12), ('pm25_cf', 20), ('pm10_cf', 22), ('pm1', 12), ('pm25', 20), ('pm10', 22)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 14, 5, 16, 866426)), ('pm1_cf', 9), ('pm25_cf', 14), ('pm10_cf', 17), ('pm1', 9), ('pm25', 14), ('pm10', 17)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 14, 10, 17, 981680)), ('pm1_cf', 10), ('pm25_cf', 19), ('pm10_cf', 20), ('pm1', 10), ('pm25', 19), ('pm10', 20)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 14, 15, 19, 309912)), ('pm1_cf', 9), ('pm25_cf', 17), ('pm10_cf', 17), ('pm1', 9), ('pm25', 17), ('pm10', 17)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 14, 20, 20, 712196)), ('pm1_cf', 10), ('pm25_cf', 16), ('pm10_cf', 16), ('pm1', 10), ('pm25', 16), ('pm10', 16)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 14, 25, 22, 33786)), ('pm1_cf', 9), ('pm25_cf', 19), ('pm10_cf', 21), ('pm1', 9), ('pm25', 19), ('pm10', 21)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 14, 30, 23, 514956)), ('pm1_cf', 8), ('pm25_cf', 14), ('pm10_cf', 14), ('pm1', 8), ('pm25', 14), ('pm10', 14)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 14, 35, 24, 658429)), ('pm1_cf', 10), ('pm25_cf', 15), ('pm10_cf', 15), ('pm1', 10), ('pm25', 15), ('pm10', 15)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 14, 40, 26, 76800)), ('pm1_cf', 8), ('pm25_cf', 13), ('pm10_cf', 18), ('pm1', 8), ('pm25', 13), ('pm10', 18)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 14, 45, 27, 449309)), ('pm1_cf', 8), ('pm25_cf', 14), ('pm10_cf', 16), ('pm1', 8), ('pm25', 14), ('pm10', 16)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 14, 50, 28, 925032)), ('pm1_cf', 9), ('pm25_cf', 14), ('pm10_cf', 16), ('pm1', 9), ('pm25', 14), ('pm10', 16)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 14, 55, 30, 272213)), ('pm1_cf', 9), ('pm25_cf', 16), ('pm10_cf', 17), ('pm1', 9), ('pm25', 16), ('pm10', 17)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 15, 0, 31, 934175)), ('pm1_cf', 9), ('pm25_cf', 14), ('pm10_cf', 14), ('pm1', 9), ('pm25', 14), ('pm10', 14)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 15, 5, 33, 376310)), ('pm1_cf', 10), ('pm25_cf', 16), ('pm10_cf', 17), ('pm1', 10), ('pm25', 16), ('pm10', 17)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 15, 10, 34, 688172)), ('pm1_cf', 11), ('pm25_cf', 20), ('pm10_cf', 23), ('pm1', 11), ('pm25', 20), ('pm10', 23)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 15, 15, 36, 73830)), ('pm1_cf', 11), ('pm25_cf', 17), ('pm10_cf', 17), ('pm1', 11), ('pm25', 17), ('pm10', 17)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 15, 20, 37, 185757)), ('pm1_cf', 11), ('pm25_cf', 21), ('pm10_cf', 21), ('pm1', 11), ('pm25', 21), ('pm10', 21)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 15, 25, 38, 628347)), ('pm1_cf', 9), ('pm25_cf', 17), ('pm10_cf', 21), ('pm1', 9), ('pm25', 17), ('pm10', 21)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 15, 30, 39, 995015)), ('pm1_cf', 10), ('pm25_cf', 19), ('pm10_cf', 19), ('pm1', 10), ('pm25', 19), ('pm10', 19)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 15, 35, 41, 709503)), ('pm1_cf', 11), ('pm25_cf', 17), ('pm10_cf', 18), ('pm1', 11), ('pm25', 17), ('pm10', 18)])

OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 15, 45, 45, 550164)), ('pm1_cf', 11), ('pm25_cf', 18), ('pm10_cf', 22), ('pm1', 11), ('pm25', 18), ('pm10', 22)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 15, 50, 46, 733775)), ('pm1_cf', 11), ('pm25_cf', 23), ('pm10_cf', 23), ('pm1', 11), ('pm25', 23), ('pm10', 23)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 15, 55, 48, 156102)), ('pm1_cf', 9), ('pm25_cf', 15), ('pm10_cf', 15), ('pm1', 9), ('pm25', 15), ('pm10', 15)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 16, 0, 49, 914454)), ('pm1_cf', 12), ('pm25_cf', 21), ('pm10_cf', 21), ('pm1', 12), ('pm25', 21), ('pm10', 21)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 16, 5, 51, 680895)), ('pm1_cf', 10), ('pm25_cf', 22), ('pm10_cf', 24), ('pm1', 10), ('pm25', 22), ('pm10', 24)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 16, 10, 53, 518006)), ('pm1_cf', 10), ('pm25_cf', 16), ('pm10_cf', 18), ('pm1', 10), ('pm25', 16), ('pm10', 18)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 16, 15, 55, 551019)), ('pm1_cf', 11), ('pm25_cf', 17), ('pm10_cf', 17), ('pm1', 11), ('pm25', 17), ('pm10', 17)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 16, 20, 57, 316902)), ('pm1_cf', 9), ('pm25_cf', 15), ('pm10_cf', 17), ('pm1', 9), ('pm25', 15), ('pm10', 17)])

OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 16, 31, 0, 860607)), ('pm1_cf', 12), ('pm25_cf', 17), ('pm10_cf', 19), ('pm1', 12), ('pm25', 17), ('pm10', 19)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 16, 36, 2, 929772)), ('pm1_cf', 11), ('pm25_cf', 18), ('pm10_cf', 21), ('pm1', 11), ('pm25', 18), ('pm10', 21)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 16, 41, 4, 749981)), ('pm1_cf', 10), ('pm25_cf', 16), ('pm10_cf', 18), ('pm1', 10), ('pm25', 16), ('pm10', 18)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 16, 46, 6, 596753)), ('pm1_cf', 9), ('pm25_cf', 16), ('pm10_cf', 17), ('pm1', 9), ('pm25', 16), ('pm10', 17)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 16, 51, 8, 516094)), ('pm1_cf', 12), ('pm25_cf', 19), ('pm10_cf', 20), ('pm1', 12), ('pm25', 19), ('pm10', 20)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 16, 56, 10, 223464)), ('pm1_cf', 10), ('pm25_cf', 16), ('pm10_cf', 17), ('pm1', 10), ('pm25', 16), ('pm10', 17)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 17, 1, 11, 627260)), ('pm1_cf', 10), ('pm25_cf', 20), ('pm10_cf', 21), ('pm1', 10), ('pm25', 20), ('pm10', 21)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 17, 6, 13, 439998)), ('pm1_cf', 10), ('pm25_cf', 17), ('pm10_cf', 20), ('pm1', 10), ('pm25', 17), ('pm10', 20)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 17, 11, 15, 687631)), ('pm1_cf', 10), ('pm25_cf', 17), ('pm10_cf', 18), ('pm1', 10), ('pm25', 17), ('pm10', 18)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 17, 16, 17, 531112)), ('pm1_cf', 12), ('pm25_cf', 18), ('pm10_cf', 20), ('pm1', 12), ('pm25', 18), ('pm10', 20)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 17, 21, 19, 218887)), ('pm1_cf', 11), ('pm25_cf', 17), ('pm10_cf', 19), ('pm1', 11), ('pm25', 17), ('pm10', 19)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 17, 26, 20, 645844)), ('pm1_cf', 10), ('pm25_cf', 19), ('pm10_cf', 21), ('pm1', 10), ('pm25', 19), ('pm10', 21)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 17, 31, 22, 434597)), ('pm1_cf', 10), ('pm25_cf', 20), ('pm10_cf', 22), ('pm1', 10), ('pm25', 20), ('pm10', 22)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 17, 36, 24, 668153)), ('pm1_cf', 12), ('pm25_cf', 18), ('pm10_cf', 18), ('pm1', 12), ('pm25', 18), ('pm10', 18)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 17, 41, 26, 538273)), ('pm1_cf', 9), ('pm25_cf', 17), ('pm10_cf', 18), ('pm1', 9), ('pm25', 17), ('pm10', 18)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 17, 46, 28, 629384)), ('pm1_cf', 10), ('pm25_cf', 21), ('pm10_cf', 25), ('pm1', 10), ('pm25', 21), ('pm10', 25)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 17, 51, 31, 77683)), ('pm1_cf', 10), ('pm25_cf', 14), ('pm10_cf', 15), ('pm1', 10), ('pm25', 14), ('pm10', 15)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 17, 56, 32, 957331)), ('pm1_cf', 10), ('pm25_cf', 16), ('pm10_cf', 19), ('pm1', 10), ('pm25', 16), ('pm10', 19)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 18, 1, 35, 199682)), ('pm1_cf', 9), ('pm25_cf', 15), ('pm10_cf', 16), ('pm1', 9), ('pm25', 15), ('pm10', 16)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 18, 6, 37, 386619)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 12), ('pm1', 7), ('pm25', 10), ('pm10', 12)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 18, 11, 39, 290540)), ('pm1_cf', 6), ('pm25_cf', 14), ('pm10_cf', 16), ('pm1', 6), ('pm25', 14), ('pm10', 16)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 18, 16, 41, 167403)), ('pm1_cf', 8), ('pm25_cf', 12), ('pm10_cf', 13), ('pm1', 8), ('pm25', 12), ('pm10', 13)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 18, 21, 43, 338893)), ('pm1_cf', 7), ('pm25_cf', 11), ('pm10_cf', 14), ('pm1', 7), ('pm25', 11), ('pm10', 14)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 18, 26, 45, 579744)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 11), ('pm1', 7), ('pm25', 10), ('pm10', 11)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 18, 31, 47, 754758)), ('pm1_cf', 7), ('pm25_cf', 14), ('pm10_cf', 16), ('pm1', 7), ('pm25', 14), ('pm10', 16)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 18, 36, 49, 657365)), ('pm1_cf', 6), ('pm25_cf', 11), ('pm10_cf', 15), ('pm1', 6), ('pm25', 11), ('pm10', 15)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 18, 41, 52, 213018)), ('pm1_cf', 8), ('pm25_cf', 17), ('pm10_cf', 18), ('pm1', 8), ('pm25', 17), ('pm10', 18)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 18, 46, 54, 279184)), ('pm1_cf', 7), ('pm25_cf', 13), ('pm10_cf', 13), ('pm1', 7), ('pm25', 13), ('pm10', 13)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 18, 51, 56, 550199)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 13), ('pm1', 8), ('pm25', 11), ('pm10', 13)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 18, 56, 59, 133966)), ('pm1_cf', 7), ('pm25_cf', 11), ('pm10_cf', 13), ('pm1', 7), ('pm25', 11), ('pm10', 13)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 19, 2, 1, 815371)), ('pm1_cf', 9), ('pm25_cf', 14), ('pm10_cf', 14), ('pm1', 9), ('pm25', 14), ('pm10', 14)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 19, 7, 4, 228457)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 7), ('pm25', 9), ('pm10', 9)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 19, 12, 6, 197139)), ('pm1_cf', 7), ('pm25_cf', 11), ('pm10_cf', 13), ('pm1', 7), ('pm25', 11), ('pm10', 13)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 19, 17, 8, 795617)), ('pm1_cf', 10), ('pm25_cf', 16), ('pm10_cf', 18), ('pm1', 10), ('pm25', 16), ('pm10', 18)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 19, 22, 11, 35174)), ('pm1_cf', 9), ('pm25_cf', 16), ('pm10_cf', 21), ('pm1', 9), ('pm25', 16), ('pm10', 21)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 19, 27, 13, 567900)), ('pm1_cf', 7), ('pm25_cf', 15), ('pm10_cf', 16), ('pm1', 7), ('pm25', 15), ('pm10', 16)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 19, 32, 15, 892753)), ('pm1_cf', 8), ('pm25_cf', 15), ('pm10_cf', 15), ('pm1', 8), ('pm25', 15), ('pm10', 15)])

OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 19, 42, 21, 935506)), ('pm1_cf', 9), ('pm25_cf', 13), ('pm10_cf', 13), ('pm1', 9), ('pm25', 13), ('pm10', 13)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 19, 47, 24, 766759)), ('pm1_cf', 8), ('pm25_cf', 13), ('pm10_cf', 17), ('pm1', 8), ('pm25', 13), ('pm10', 17)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 19, 52, 27, 382347)), ('pm1_cf', 9), ('pm25_cf', 15), ('pm10_cf', 18), ('pm1', 9), ('pm25', 15), ('pm10', 18)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 19, 57, 30, 526487)), ('pm1_cf', 10), ('pm25_cf', 14), ('pm10_cf', 16), ('pm1', 10), ('pm25', 14), ('pm10', 16)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 20, 2, 33, 486428)), ('pm1_cf', 10), ('pm25_cf', 17), ('pm10_cf', 21), ('pm1', 10), ('pm25', 17), ('pm10', 21)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 20, 7, 36, 304478)), ('pm1_cf', 9), ('pm25_cf', 15), ('pm10_cf', 17), ('pm1', 9), ('pm25', 15), ('pm10', 17)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 20, 12, 38, 610497)), ('pm1_cf', 10), ('pm25_cf', 15), ('pm10_cf', 19), ('pm1', 10), ('pm25', 15), ('pm10', 19)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 20, 17, 41, 814953)), ('pm1_cf', 8), ('pm25_cf', 14), ('pm10_cf', 18), ('pm1', 8), ('pm25', 14), ('pm10', 18)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 20, 22, 44, 673018)), ('pm1_cf', 9), ('pm25_cf', 14), ('pm10_cf', 16), ('pm1', 9), ('pm25', 14), ('pm10', 16)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 20, 27, 47, 532996)), ('pm1_cf', 8), ('pm25_cf', 14), ('pm10_cf', 17), ('pm1', 8), ('pm25', 14), ('pm10', 17)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 20, 32, 50, 107749)), ('pm1_cf', 8), ('pm25_cf', 14), ('pm10_cf', 14), ('pm1', 8), ('pm25', 14), ('pm10', 14)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 20, 37, 53, 28014)), ('pm1_cf', 8), ('pm25_cf', 12), ('pm10_cf', 12), ('pm1', 8), ('pm25', 12), ('pm10', 12)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 20, 42, 56, 163670)), ('pm1_cf', 6), ('pm25_cf', 13), ('pm10_cf', 14), ('pm1', 6), ('pm25', 13), ('pm10', 14)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 20, 47, 58, 760154)), ('pm1_cf', 8), ('pm25_cf', 13), ('pm10_cf', 16), ('pm1', 8), ('pm25', 13), ('pm10', 16)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 20, 53, 1, 745991)), ('pm1_cf', 7), ('pm25_cf', 11), ('pm10_cf', 13), ('pm1', 7), ('pm25', 11), ('pm10', 13)])

OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 21, 3, 7, 749977)), ('pm1_cf', 7), ('pm25_cf', 11), ('pm10_cf', 12), ('pm1', 7), ('pm25', 11), ('pm10', 12)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 21, 8, 10, 406487)), ('pm1_cf', 8), ('pm25_cf', 13), ('pm10_cf', 17), ('pm1', 8), ('pm25', 13), ('pm10', 17)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 21, 13, 13, 286966)), ('pm1_cf', 7), ('pm25_cf', 11), ('pm10_cf', 13), ('pm1', 7), ('pm25', 11), ('pm10', 13)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 21, 18, 15, 900938)), ('pm1_cf', 8), ('pm25_cf', 13), ('pm10_cf', 16), ('pm1', 8), ('pm25', 13), ('pm10', 16)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 21, 23, 18, 794937)), ('pm1_cf', 8), ('pm25_cf', 14), ('pm10_cf', 18), ('pm1', 8), ('pm25', 14), ('pm10', 18)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 24, 21, 28, 22, 40015)), ('pm1_cf', 7), ('pm25_cf', 15), ('pm10_cf', 18), ('pm1', 7), ('pm25', 15), ('pm10', 18)])
